image_path,label
1219_rgb_0001.png,standing
1219_rgb_0002.png,standing
1219_rgb_0003.png,standing
1219_rgb_0004.png,standing
1219_rgb_0005.png,standing
1219_rgb_0006.png,standing
1219_rgb_0007.png,standing
1219_rgb_0008.png,standing
1219_rgb_0009.png,standing
1219_rgb_0010.png,standing
1219_rgb_0011.png,standing
1219_rgb_0012.png,standing
1219_rgb_0013.png,standing
1219_rgb_0014.png,standing
1219_rgb_0015.png,standing
1219_rgb_0016.png,standing
1219_rgb_0017.png,standing
1219_rgb_0018.png,standing
1219_rgb_0019.png,standing
1219_rgb_0020.png,standing
1219_rgb_0021.png,standing
1219_rgb_0022.png,standing
1219_rgb_0023.png,standing
1219_rgb_0024.png,standing
1219_rgb_0025.png,standing
1219_rgb_0026.png,standing
1219_rgb_0027.png,standing
1219_rgb_0028.png,standing
1219_rgb_0029.png,standing
1219_rgb_0030.png,standing
1219_rgb_0031.png,standing
1219_rgb_0032.png,standing
1219_rgb_0033.png,standing
1219_rgb_0034.png,standing
1219_rgb_0035.png,standing
1219_rgb_0036.png,standing
1219_rgb_0037.png,standing
1219_rgb_0038.png,standing
1219_rgb_0039.png,standing
1219_rgb_0040.png,standing
1219_rgb_0041.png,standing
1219_rgb_0042.png,standing
1219_rgb_0043.png,standing
1219_rgb_0044.png,standing
1219_rgb_0045.png,standing
1219_rgb_0046.png,standing
1219_rgb_0047.png,standing
1219_rgb_0048.png,standing
1219_rgb_0049.png,standing
1219_rgb_0050.png,standing
1219_rgb_0051.png,standing
1219_rgb_0052.png,standing
1219_rgb_0053.png,standing
1219_rgb_0054.png,standing
1219_rgb_0055.png,standing
1219_rgb_0056.png,standing
1219_rgb_0057.png,standing
1219_rgb_0058.png,standing
1219_rgb_0059.png,standing
1219_rgb_0060.png,standing
1219_rgb_0061.png,standing
1219_rgb_0062.png,standing
1219_rgb_0063.png,standing
1219_rgb_0064.png,standing
1219_rgb_0065.png,standing
1219_rgb_0066.png,standing
1219_rgb_0067.png,standing
1219_rgb_0068.png,standing
1219_rgb_0069.png,standing
1219_rgb_0070.png,standing
1219_rgb_0071.png,standing
1219_rgb_0072.png,standing
1219_rgb_0073.png,standing
1219_rgb_0074.png,standing
1219_rgb_0075.png,standing
1219_rgb_0076.png,standing
1219_rgb_0077.png,standing
1219_rgb_0078.png,standing
1219_rgb_0079.png,standing
1219_rgb_0080.png,standing
1219_rgb_0081.png,standing
1219_rgb_0082.png,standing
1219_rgb_0083.png,standing
1219_rgb_0084.png,standing
1219_rgb_0085.png,standing
1219_rgb_0086.png,standing
1219_rgb_0087.png,standing
1219_rgb_0088.png,standing
1219_rgb_0089.png,standing
1219_rgb_0090.png,standing
1219_rgb_0091.png,standing
1219_rgb_0092.png,standing
1219_rgb_0093.png,standing
1219_rgb_0094.png,standing
1219_rgb_0095.png,standing
1219_rgb_0096.png,standing
1219_rgb_0097.png,standing
1219_rgb_0098.png,standing
1219_rgb_0099.png,standing
1219_rgb_0100.png,standing
1219_rgb_0101.png,standing
1219_rgb_0102.png,standing
1219_rgb_0103.png,standing
1219_rgb_0104.png,standing
1219_rgb_0105.png,standing
1219_rgb_0106.png,standing
1219_rgb_0107.png,standing
1219_rgb_0108.png,standing
1219_rgb_0109.png,standing
1219_rgb_0110.png,standing
1219_rgb_0111.png,standing
1219_rgb_0112.png,standing
1219_rgb_0113.png,standing
1219_rgb_0114.png,standing
1219_rgb_0115.png,standing
1219_rgb_0116.png,standing
1219_rgb_0117.png,standing
1219_rgb_0118.png,standing
1219_rgb_0119.png,standing
1219_rgb_0120.png,standing
1219_rgb_0121.png,standing
1219_rgb_0122.png,standing
1219_rgb_0123.png,standing
1219_rgb_0124.png,standing
1219_rgb_0125.png,standing
1219_rgb_0126.png,standing
1219_rgb_0127.png,standing
1219_rgb_0128.png,standing
1219_rgb_0129.png,standing
1219_rgb_0130.png,standing
1219_rgb_0131.png,standing
1219_rgb_0132.png,standing
1219_rgb_0133.png,standing
1219_rgb_0134.png,standing
1219_rgb_0135.png,standing
1219_rgb_0136.png,standing
1219_rgb_0137.png,standing
1219_rgb_0138.png,standing
1219_rgb_0139.png,standing
1219_rgb_0140.png,standing
1219_rgb_0141.png,standing
1219_rgb_0142.png,standing
1219_rgb_0143.png,standing
1219_rgb_0144.png,standing
1219_rgb_0145.png,standing
1219_rgb_0146.png,standing
1219_rgb_0147.png,standing
1219_rgb_0148.png,standing
1219_rgb_0149.png,standing
1219_rgb_0150.png,standing
1219_rgb_0151.png,standing
1219_rgb_0152.png,standing
1219_rgb_0153.png,standing
1219_rgb_0154.png,standing
1219_rgb_0155.png,standing
1219_rgb_0156.png,standing
1219_rgb_0157.png,standing
1219_rgb_0158.png,standing
1219_rgb_0159.png,standing
1219_rgb_0160.png,standing
1219_rgb_0161.png,standing
1219_rgb_0162.png,standing
1219_rgb_0163.png,standing
1219_rgb_0164.png,standing
1219_rgb_0165.png,standing
1219_rgb_0166.png,standing
1219_rgb_0167.png,standing
1219_rgb_0168.png,standing
1219_rgb_0169.png,standing
1219_rgb_0170.png,standing
1219_rgb_0171.png,standing
1219_rgb_0172.png,standing
1219_rgb_0173.png,standing
1219_rgb_0174.png,standing
1219_rgb_0175.png,standing
1219_rgb_0176.png,standing
1219_rgb_0177.png,standing
1219_rgb_0178.png,standing
1219_rgb_0179.png,standing
1219_rgb_0180.png,standing
1219_rgb_0181.png,standing
1219_rgb_0182.png,standing
1219_rgb_0183.png,standing
1219_rgb_0184.png,standing
1219_rgb_0185.png,standing
1219_rgb_0186.png,standing
1219_rgb_0187.png,standing
1219_rgb_0188.png,standing
1219_rgb_0189.png,standing
1219_rgb_0190.png,standing
1219_rgb_0191.png,standing
1219_rgb_0192.png,standing
1219_rgb_0193.png,standing
1219_rgb_0194.png,standing
1219_rgb_0195.png,standing
1219_rgb_0196.png,standing
1219_rgb_0197.png,standing
1219_rgb_0198.png,standing
1219_rgb_0199.png,standing
1219_rgb_0200.png,standing
1219_rgb_0201.png,standing
1219_rgb_0202.png,standing
1219_rgb_0203.png,standing
1219_rgb_0204.png,standing
1219_rgb_0205.png,standing
1219_rgb_0206.png,standing
1219_rgb_0207.png,standing
1219_rgb_0208.png,standing
1219_rgb_0209.png,standing
1219_rgb_0210.png,standing
1219_rgb_0211.png,standing
1219_rgb_0212.png,standing
1219_rgb_0213.png,standing
1219_rgb_0214.png,standing
1219_rgb_0215.png,standing
1219_rgb_0216.png,standing
1219_rgb_0217.png,standing
1219_rgb_0218.png,standing
1219_rgb_0219.png,standing
1219_rgb_0220.png,standing
1219_rgb_0221.png,standing
1219_rgb_0222.png,standing
1219_rgb_0223.png,standing
1219_rgb_0224.png,standing
1219_rgb_0225.png,standing
1219_rgb_0226.png,standing
1219_rgb_0227.png,standing
1219_rgb_0228.png,standing
1219_rgb_0229.png,standing
1219_rgb_0230.png,standing
1219_rgb_0231.png,standing
1219_rgb_0232.png,standing
1219_rgb_0233.png,standing
1219_rgb_0234.png,standing
1219_rgb_0235.png,standing
1219_rgb_0236.png,standing
1219_rgb_0237.png,standing
1219_rgb_0238.png,standing
1219_rgb_0239.png,standing
1219_rgb_0240.png,standing
1219_rgb_0241.png,standing
1219_rgb_0242.png,standing
1219_rgb_0243.png,standing
1219_rgb_0244.png,standing
1219_rgb_0245.png,standing
1219_rgb_0246.png,standing
1219_rgb_0247.png,standing
1219_rgb_0248.png,standing
1219_rgb_0249.png,standing
1219_rgb_0250.png,standing
1219_rgb_0251.png,standing
1219_rgb_0252.png,standing
1219_rgb_0253.png,standing
1219_rgb_0254.png,standing
1219_rgb_0255.png,standing
1219_rgb_0256.png,standing
1219_rgb_0257.png,standing
1219_rgb_0258.png,standing
1219_rgb_0259.png,standing
1219_rgb_0260.png,standing
1219_rgb_0261.png,standing
1219_rgb_0262.png,standing
1219_rgb_0263.png,standing
1219_rgb_0264.png,standing
1219_rgb_0265.png,standing
1219_rgb_0266.png,standing
1219_rgb_0267.png,standing
1219_rgb_0268.png,standing
1219_rgb_0269.png,standing
1219_rgb_0270.png,standing
1219_rgb_0271.png,standing
1219_rgb_0272.png,standing
1219_rgb_0273.png,standing
1219_rgb_0274.png,standing
1219_rgb_0275.png,standing
1219_rgb_0276.png,standing
1219_rgb_0277.png,standing
1219_rgb_0278.png,standing
1219_rgb_0279.png,standing
1219_rgb_0280.png,standing
1219_rgb_0281.png,standing
1219_rgb_0282.png,standing
1219_rgb_0283.png,standing
1219_rgb_0284.png,standing
1219_rgb_0285.png,standing
1219_rgb_0286.png,standing
1219_rgb_0287.png,standing
1219_rgb_0288.png,standing
1219_rgb_0289.png,standing
1219_rgb_0290.png,standing
1219_rgb_0291.png,bending
1219_rgb_0292.png,sitting
1219_rgb_0293.png,sitting
1219_rgb_0294.png,sitting
1219_rgb_0295.png,sitting
1219_rgb_0296.png,sitting
1219_rgb_0297.png,sitting
1219_rgb_0298.png,sitting
1219_rgb_0299.png,sitting
1219_rgb_0300.png,sitting
1219_rgb_0301.png,sitting
1219_rgb_0302.png,sitting
1219_rgb_0303.png,sitting
1219_rgb_0304.png,sitting
1219_rgb_0305.png,sitting
1219_rgb_0306.png,sitting
1219_rgb_0307.png,sitting
1219_rgb_0308.png,sitting
1219_rgb_0309.png,sitting
1219_rgb_0310.png,sitting
1219_rgb_0311.png,sitting
1219_rgb_0312.png,sitting
1219_rgb_0313.png,sitting
1219_rgb_0314.png,sitting
1219_rgb_0315.png,sitting
1219_rgb_0316.png,sitting
1219_rgb_0317.png,sitting
1219_rgb_0318.png,sitting
1219_rgb_0319.png,sitting
1219_rgb_0320.png,sitting
1219_rgb_0321.png,sitting
1219_rgb_0322.png,sitting
1219_rgb_0323.png,sitting
1219_rgb_0324.png,bending
1219_rgb_0325.png,standing
1219_rgb_0326.png,standing
1219_rgb_0327.png,standing
1219_rgb_0328.png,standing
1219_rgb_0329.png,standing
1219_rgb_0330.png,standing
1219_rgb_0331.png,standing
1219_rgb_0332.png,standing
1219_rgb_0333.png,standing
1219_rgb_0334.png,standing
1219_rgb_0335.png,standing
1219_rgb_0336.png,standing
1219_rgb_0337.png,standing
1219_rgb_0338.png,standing
1219_rgb_0339.png,standing
1219_rgb_0340.png,standing
1219_rgb_0341.png,standing
1219_rgb_0342.png,standing
1219_rgb_0343.png,standing
1219_rgb_0344.png,standing
1219_rgb_0345.png,standing
1219_rgb_0346.png,standing
1219_rgb_0347.png,standing
1219_rgb_0348.png,bending
1219_rgb_0349.png,bending
1219_rgb_0350.png,bending
1219_rgb_0351.png,sitting
1219_rgb_0352.png,sitting
1219_rgb_0353.png,sitting
1219_rgb_0354.png,sitting
1219_rgb_0355.png,sitting
1219_rgb_0356.png,sitting
1219_rgb_0357.png,sitting
1219_rgb_0358.png,sitting
1219_rgb_0359.png,sitting
1219_rgb_0360.png,lying
1219_rgb_0361.png,lying
1219_rgb_0362.png,lying
1219_rgb_0363.png,lying
1219_rgb_0364.png,lying
1219_rgb_0365.png,lying
1219_rgb_0366.png,lying
1219_rgb_0367.png,lying
1219_rgb_0368.png,lying
1219_rgb_0369.png,lying
1219_rgb_0370.png,lying
1219_rgb_0371.png,lying
1219_rgb_0372.png,lying
1219_rgb_0373.png,lying
1219_rgb_0374.png,lying
1219_rgb_0375.png,lying
1219_rgb_0376.png,lying
1219_rgb_0377.png,lying
1219_rgb_0378.png,lying
1219_rgb_0379.png,lying
1219_rgb_0380.png,lying
